
1,1,2540,3995,32,-1,false,[497, 1318, 1318, 1318],[122, -1, -1, -1],[RIGHT, NEUTRAL, NEUTRAL, NEUTRAL],0,2147483647,1237,RIGHT,,1,NEUTRAL,,1,0
